 INDEX;LOCATOR;TYPE;C;NAME                          ;LAT   ;LON    ;ELEV;DD.MM.YYYY HH:mm;DIR;K; FF; FG;G1h;G10; FX;FX1;FFM;  TL;  TD;  T5;  TX;  TN; TX6; TN6; TX1; TN1; TN5;  TW;Tsfc;T-05;T-10;T-20;T-50;T-1m; RR6h;   QFE;   QFF; QNH;  AP;A;www;960;961;962;963;           MetarWX;W1;W2;     WWZ; LTNG; VIS;COV;N;L;HLC;   ClCmCh;LAYER1;LAYER2;LAYER3;LAYER4;CLG;     PIC;VCLOUD1;VCLOUD2;VCLOUD3;VCLOUD4;  VFOG;   RR;TR;RR10m; RR1h;hh;RR24h;WRTR;SNO;NEW;SR;GS;SS24;Sh;S10;GL24;DF24;LW24;GL1h;DF1h;LW1h;GL10;DF10;LW10;  HW;PW;DW1; HW1;P1;DW2; HW2;P2;  HS;PS;I;B;
     /;46236  ;BUOY;/;BUOY                          ;N36 48;W121 54;dv/1;17.11.2015 05:22;  /;/;  /;  /;  /;  /;  /;  /;  /;   /;   /;   /;   /;   /;   /;   /;   /;   /;   /; 138;   /;   /;   /;   /;   /;   /;    /;     /;     /;   /;   /;/;509;  /;  /;  /;  /;                 /; /; /;       /;    /;   /;  /;/;/;  /;        /;     /;     /;     /;     /;  /;       /;      /;      /;      /;      /;     /;    /; /;    /;    /; /;    /;   /;  /;  /; /; /;   /; /;  /;   /;   /;   /;   /;   /;   /;   /;   /;   /; 2.5; 8;300; 1.5;13;  /;   /; /;   /; /;/;/;
     /;46240  ;BUOY;/;BUOY                          ;N36 36;W121 54;dv/1;17.11.2015 05:19;  /;/;  /;  /;  /;  /;  /;  /;  /;   /;   /;   /;   /;   /;   /;   /;   /;   /;   /; 142;   /;   /;   /;   /;   /;   /;    /;     /;     /;   /;   /;/;509;  /;  /;  /;  /;                 /; /; /;       /;    /;   /;  /;/;/;  /;        /;     /;     /;     /;     /;  /;       /;      /;      /;      /;      /;     /;    /; /;    /;    /; /;    /;   /;  /;  /; /; /;   /; /;  /;   /;   /;   /;   /;   /;   /;   /;   /;   /; 1.5;10;350; 1.0;12;  /;   /; /;   /; /;/;/;
     /;46218  ;BUOY;/;BUOY                          ;N34 30;W120 48;dv/1;17.11.2015 05:22;  /;/;  /;  /;  /;  /;  /;  /;  /;   /;   /;   /;   /;   /;   /;   /;   /;   /;   /; 162;   /;   /;   /;   /;   /;   /;    /;     /;     /;   /;   /;/;509;  /;  /;  /;  /;                 /; /; /;       /;    /;   /;  /;/;/;  /;        /;     /;     /;     /;     /;  /;       /;      /;      /;      /;      /;     /;    /; /;    /;    /; /;    /;   /;  /;  /; /; /;   /; /;  /;   /;   /;   /;   /;   /;   /;   /;   /;   /; 5.0;10;300; 3.5;12;  /;   /; /;   /; /;/;/;
     /;46221  ;BUOY;/;BUOY                          ;N33 54;W118 36;dv/1;17.11.2015 05:22;  /;/;  /;  /;  /;  /;  /;  /;  /;   /;   /;   /;   /;   /;   /;   /;   /;   /;   /; 170;   /;   /;   /;   /;   /;   /;    /;     /;     /;   /;   /;/;509;  /;  /;  /;  /;                 /; /; /;       /;    /;   /;  /;/;/;  /;        /;     /;     /;     /;     /;  /;       /;      /;      /;      /;      /;     /;    /; /;    /;    /; /;    /;   /;  /;  /; /; /;   /; /;  /;   /;   /;   /;   /;   /;   /;   /;   /;   /; 1.5; 6;260; 0.5;12;  /;   /; /;   /; /;/;/;
     /;46223  ;BUOY;/;BUOY                          ;N33 30;W117 48;dv/1;17.11.2015 05:07;  /;/;  /;  /;  /;  /;  /;  /;  /;   /;   /;   /;   /;   /;   /;   /;   /;   /;   /; 165;   /;   /;   /;   /;   /;   /;    /;     /;     /;   /;   /;/;509;  /;  /;  /;  /;                 /; /; /;       /;    /;   /;  /;/;/;  /;        /;     /;     /;     /;     /;  /;       /;      /;      /;      /;      /;     /;    /; /;    /;    /; /;    /;   /;  /;  /; /; /;   /; /;  /;   /;   /;   /;   /;   /;   /;   /;   /;   /; 1.5; 8;270; 1.0;13;  /;   /; /;   /; /;/;/;
     /;46219  ;BUOY;/;BUOY                          ;N33 12;W119 54;dv/1;17.11.2015 05:21;  /;/;  /;  /;  /;  /;  /;  /;  /;   /;   /;   /;   /;   /;   /;   /;   /;   /;   /; 168;   /;   /;   /;   /;   /;   /;    /;     /;     /;   /;   /;/;509;  /;  /;  /;  /;                 /; /; /;       /;    /;   /;  /;/;/;  /;        /;     /;     /;     /;     /;  /;       /;      /;      /;      /;      /;     /;    /; /;    /;    /; /;    /;   /;  /;  /; /; /;   /; /;  /;   /;   /;   /;   /;   /;   /;   /;   /;   /; 4.5; 9;310; 3.0;12;  /;   /; /;   /; /;/;/;
     /;46224  ;BUOY;/;BUOY                          ;N33 12;W117 30;dv/1;17.11.2015 05:21;  /;/;  /;  /;  /;  /;  /;  /;  /;   /;   /;   /;   /;   /;   /;   /;   /;   /;   /; 188;   /;   /;   /;   /;   /;   /;    /;     /;     /;   /;   /;/;509;  /;  /;  /;  /;                 /; /; /;       /;    /;   /;  /;/;/;  /;        /;     /;     /;     /;     /;  /;       /;      /;      /;      /;      /;     /;    /; /;    /;    /; /;    /;   /;  /;  /; /; /;   /; /;  /;   /;   /;   /;   /;   /;   /;   /;   /;   /; 1.5; 8;280; 0.5;11;  /;   /; /;   /; /;/;/;
     /;46231  ;BUOY;/;BUOY                          ;N32 42;W117 24;dv/1;17.11.2015 05:30;  /;/;  /;  /;  /;  /;  /;  /;  /;   /;   /;   /;   /;   /;   /;   /;   /;   /;   /; 200;   /;   /;   /;   /;   /;   /;    /;     /;     /;   /;   /;/;509;  /;  /;  /;  /;                 /; /; /;       /;    /;   /;  /;/;/;  /;        /;     /;     /;     /;     /;  /;       /;      /;      /;      /;      /;     /;    /; /;    /;    /; /;    /;   /;  /;  /; /; /;   /; /;  /;   /;   /;   /;   /;   /;   /;   /;   /;   /; 2.0; 6;280; 1.0;11;  /;   /; /;   /; /;/;/;
     /;46108  ;BUOY;/;BUOY                          ;N59 36;W151 48;dv/1;17.11.2015 05:22;  /;/;  /;  /;  /;  /;  /;  /;  /;   /;   /;   /;   /;   /;   /;   /;   /;   /;   /;  73;   /;   /;   /;   /;   /;   /;    /;     /;     /;   /;   /;/;509;  /;  /;  /;  /;                 /; /; /;       /;    /;   /;  /;/;/;  /;        /;     /;     /;     /;     /;  /;       /;      /;      /;      /;      /;     /;    /; /;    /;    /; /;    /;   /;  /;  /; /; /;   /; /;  /;   /;   /;   /;   /;   /;   /;   /;   /;   /; 1.5; 8;  /;   /; /;  /;   /; /;   /; /;/;/;
     /;46125  ;BUOY;/;BUOY                          ;N47 54;W122 36;dv//;17.11.2015 05:25;  /;/;  /;  /;  /;  /;  /;  /;  /;  81;  61;   /;   /;   /;   /;   /;   /;   /;   /;   /;   /;   /;   /;   /;   /;   /;    /;     /;1010.9;   /;   /;/;509;  /;  /;  /;  /;                 /; /; /;       /;    /;   /;  /;/;/;  /;        /;     /;     /;     /;     /;  /;       /;      /;      /;      /;      /;     /;    /; /;    /;    /; /;    /;   /;  /;  /; /; /;   /; /;  /;   /;   /;   /;   /;   /;   /;   /;   /;   /;   /; /;  /;   /; /;  /;   /; /;   /; /;/;/;
     /;46114  ;BUOY;/;BUOY                          ;N36 42;W122 18;dv/1;17.11.2015 05:21;  /;/;  /;  /;  /;  /;  /;  /;  /;   /;   /;   /;   /;   /;   /;   /;   /;   /;   /; 144;   /;   /;   /;   /;   /;   /;    /;     /;     /;   /;   /;/;509;  /;  /;  /;  /;                 /; /; /;       /;    /;   /;  /;/;/;  /;        /;     /;     /;     /;     /;  /;       /;      /;      /;      /;      /;     /;    /; /;    /;    /; /;    /;   /;  /;  /; /; /;   /; /;  /;   /;   /;   /;   /;   /;   /;   /;   /;   /; 3.5; 8;310; 2.0;13;  /;   /; /;   /; /;/;/;
     /;46239  ;BUOY;/;BUOY                          ;N36 18;W122 06;dv/1;17.11.2015 05:22;  /;/;  /;  /;  /;  /;  /;  /;  /;   /;   /;   /;   /;   /;   /;   /;   /;   /;   /; 146;   /;   /;   /;   /;   /;   /;    /;     /;     /;   /;   /;/;509;  /;  /;  /;  /;                 /; /; /;       /;    /;   /;  /;/;/;  /;        /;     /;     /;     /;     /;  /;       /;      /;      /;      /;      /;     /;    /; /;    /;    /; /;    /;   /;  /;  /; /; /;   /; /;  /;   /;   /;   /;   /;   /;   /;   /;   /;   /; 3.5; 8;310; 2.0;13;  /;   /; /;   /; /;/;/;
     /;52202  ;BUOY;/;BUOY                          ;N13 42;E144 48;dv/1;17.11.2015 05:21;  /;/;  /;  /;  /;  /;  /;  /;  /;   /;   /;   /;   /;   /;   /;   /;   /;   /;   /; 288;   /;   /;   /;   /;   /;   /;    /;     /;     /;   /;   /;/;509;  /;  /;  /;  /;                 /; /; /;       /;    /;   /;  /;/;/;  /;        /;     /;     /;     /;     /;  /;       /;      /;      /;      /;      /;     /;    /; /;    /;    /; /;    /;   /;  /;  /; /; /;   /; /;  /;   /;   /;   /;   /;   /;   /;   /;   /;   /; 2.5;10; 70; 1.0;11;  /;   /; /;   /; /;/;/;
     /;44091  ;BUOY;/;BUOY                          ;N39 48;W073 48;dv/1;17.11.2015 05:22;  /;/;  /;  /;  /;  /;  /;  /;  /;   /;   /;   /;   /;   /;   /;   /;   /;   /;   /; 148;   /;   /;   /;   /;   /;   /;    /;     /;     /;   /;   /;/;509;  /;  /;  /;  /;                 /; /; /;       /;    /;   /;  /;/;/;  /;        /;     /;     /;     /;     /;  /;       /;      /;      /;      /;      /;     /;    /; /;    /;    /; /;    /;   /;  /;  /; /; /;   /; /;  /;   /;   /;   /;   /;   /;   /;   /;   /;   /; 0.5; 4;  /;   /; /;  /;   /; /;   /; /;/;/;
     /;44057  ;BUOY;/;BUOY                          ;N39 30;W076 06;dv//;17.11.2015 05:30;  /;/;  /;  /;  /;  /;  /;  /;  /;  92;   /;   /;   /;   /;   /;   /;   /;   /;   /;   /;   /;   /;   /;   /;   /;   /;    /;     /;1025.4;   /;   /;/;509;  /;  /;  /;  /;                 /; /; /;       /;    /;   /;  /;/;/;  /;        /;     /;     /;     /;     /;  /;       /;      /;      /;      /;      /;     /;    /; /;    /;    /; /;    /;   /;  /;  /; /; /;   /; /;  /;   /;   /;   /;   /;   /;   /;   /;   /;   /;   /; /;  /;   /; /;  /;   /; /;   /; /;/;/;
     /;44061  ;BUOY;/;BUOY                          ;N38 48;W077 00;dv//;17.11.2015 05:30;  0;/;  0;  /;  /;  /;  /;  /;  /;  94;   /;   /;   /;   /;   /;   /;   /;   /;   /;   /;   /;   /;   /;   /;   /;   /;    /;     /;1024.9;   /;   /;/;509;  /;  /;  /;  /;                 /; /; /;       /;    /;   /;  /;/;/;  /;        /;     /;     /;     /;     /;  /;       /;      /;      /;      /;      /;     /;    /; /;    /;    /; /;    /;   /;  /;  /; /; /;   /; /;  /;   /;   /;   /;   /;   /;   /;   /;   /;   /;   /; /;  /;   /; /;  /;   /; /;   /; /;/;/;
     /;44058  ;BUOY;/;BUOY                          ;N37 36;W076 18;dv//;17.11.2015 05:30;270;/; 10;  /;  /;  /;  /;  /;  /; 130;   /;   /;   /;   /;   /;   /;   /;   /;   /;   /;   /;   /;   /;   /;   /;   /;    /;     /;1025.4;   /;   /;/;509;  /;  /;  /;  /;                 /; /; /;       /;    /;   /;  /;/;/;  /;        /;     /;     /;     /;     /;  /;       /;      /;      /;      /;      /;     /;    /; /;    /;    /; /;    /;   /;  /;  /; /; /;   /; /;  /;   /;   /;   /;   /;   /;   /;   /;   /;   /;   /; /;  /;   /; /;  /;   /; /;   /; /;/;/;
     /;44096  ;BUOY;/;BUOY                          ;N37 00;W075 48;dv/1;17.11.2015 05:26;  /;/;  /;  /;  /;  /;  /;  /;  /;   /;   /;   /;   /;   /;   /;   /;   /;   /;   /; 162;   /;   /;   /;   /;   /;   /;    /;     /;     /;   /;   /;/;509;  /;  /;  /;  /;                 /; /; /;       /;    /;   /;  /;/;/;  /;        /;     /;     /;     /;     /;  /;       /;      /;      /;      /;      /;     /;    /; /;    /;    /; /;    /;   /;  /;  /; /; /;   /; /;  /;   /;   /;   /;   /;   /;   /;   /;   /;   /; 0.0;12;120; 0.5;12;  /;   /; /;   /; /;/;/;
     /;44099  ;BUOY;/;BUOY                          ;N36 54;W075 42;dv/1;17.11.2015 05:28;  /;/;  /;  /;  /;  /;  /;  /;  /;   /;   /;   /;   /;   /;   /;   /;   /;   /;   /; 152;   /;   /;   /;   /;   /;   /;    /;     /;     /;   /;   /;/;509;  /;  /;  /;  /;                 /; /; /;       /;    /;   /;  /;/;/;  /;        /;     /;     /;     /;     /;  /;       /;      /;      /;      /;      /;     /;    /; /;    /;    /; /;    /;   /;  /;  /; /; /;   /; /;  /;   /;   /;   /;   /;   /;   /;   /;   /;   /; 0.0;10;  /;   /; /;  /;   /; /;   /; /;/;/;
     /;44059  ;BUOY;/;BUOY                          ;N36 48;W076 18;dv//;17.11.2015 05:30;190;/; 10;  /;  /;  /;  /;  /;  /;  97;   /;   /;   /;   /;   /;   /;   /;   /;   /;   /;   /;   /;   /;   /;   /;   /;    /;     /;1024.2;   /;   /;/;509;  /;  /;  /;  /;                 /; /; /;       /;    /;   /;  /;/;/;  /;        /;     /;     /;     /;     /;  /;       /;      /;      /;      /;      /;     /;    /; /;    /;    /; /;    /;   /;  /;  /; /; /;   /; /;  /;   /;   /;   /;   /;   /;   /;   /;   /;   /;   /; /;  /;   /; /;  /;   /; /;   /; /;/;/;
     /;44095  ;BUOY;/;BUOY                          ;N35 48;W075 18;dv/1;17.11.2015 05:30;  /;/;  /;  /;  /;  /;  /;  /;  /;   /;   /;   /;   /;   /;   /;   /;   /;   /;   /; 193;   /;   /;   /;   /;   /;   /;    /;     /;     /;   /;   /;/;509;  /;  /;  /;  /;                 /; /; /;       /;    /;   /;  /;/;/;  /;        /;     /;     /;     /;     /;  /;       /;      /;      /;      /;      /;     /;    /; /;    /;    /; /;    /;   /;  /;  /; /; /;   /; /;  /;   /;   /;   /;   /;   /;   /;   /;   /;   /; 0.0; 7;  /;   /; /;  /;   /; /;   /; /;/;/;
     /;41052  ;BUOY;/;BUOY                          ;N18 18;W064 48;dv/1;17.11.2015 05:00; 90;/; 70;  /;  /;  /;  /;  /;  /; 283;   /;   /;   /;   /;   /;   /;   /;   /;   /; 286;   /;   /;   /;   /;   /;   /;    /;     /;1013.2;   /;  -6;7;509;  /;  /;  /;  /;                 /; /; /;       /;    /;   /;  /;/;/;  /;        /;     /;     /;     /;     /;  /;       /;      /;      /;      /;      /;     /;    /; /;    /;    /; /;    /;   /;  /;  /; /; /;   /; /;  /;   /;   /;   /;   /;   /;   /;   /;   /;   /; 1.0; 6;  /;   /; /;  /;   /; /;   /; /;/;/;
     /;44043  ;BUOY;/;BUOY                          ;N39 12;W076 24;dv//;17.11.2015 05:30; 40;/; 10;  /;  /;  /;  /;  /;  /; 124;   /;   /;   /;   /;   /;   /;   /;   /;   /;   /;   /;   /;   /;   /;   /;   /;    /;     /;1025.7;   /;   /;/;509;  /;  /;  /;  /;                 /; /; /;       /;    /;   /;  /;/;/;  /;        /;     /;     /;     /;     /;  /;       /;      /;      /;      /;      /;     /;    /; /;    /;    /; /;    /;   /;  /;  /; /; /;   /; /;  /;   /;   /;   /;   /;   /;   /;   /;   /;   /;   /; /;  /;   /; /;  /;   /; /;   /; /;/;/;
     /;44063  ;BUOY;/;BUOY                          ;N39 00;W076 24;dv//;17.11.2015 05:30;300;/; 20;  /;  /;  /;  /;  /;  /; 114;   /;   /;   /;   /;   /;   /;   /;   /;   /;   /;   /;   /;   /;   /;   /;   /;    /;     /;1025.5;   /;   /;/;509;  /;  /;  /;  /;                 /; /; /;       /;    /;   /;  /;/;/;  /;        /;     /;     /;     /;     /;  /;       /;      /;      /;      /;      /;     /;    /; /;    /;    /; /;    /;   /;  /;  /; /; /;   /; /;  /;   /;   /;   /;   /;   /;   /;   /;   /;   /;   /; /;  /;   /; /;  /;   /; /;   /; /;/;/;
     /;44062  ;BUOY;/;BUOY                          ;N38 36;W076 24;dv//;17.11.2015 05:30;  0;/;  0;  /;  /;  /;  /;  /;  /; 140;   /;   /;   /;   /;   /;   /;   /;   /;   /;   /;   /;   /;   /;   /;   /;   /;    /;     /;1026.4;   /;   /;/;509;  /;  /;  /;  /;                 /; /; /;       /;    /;   /;  /;/;/;  /;        /;     /;     /;     /;     /;  /;       /;      /;      /;      /;      /;     /;    /; /;    /;    /; /;    /;   /;  /;  /; /; /;   /; /;  /;   /;   /;   /;   /;   /;   /;   /;   /;   /;   /; /;  /;   /; /;  /;   /; /;   /; /;/;/;
     /;44042  ;BUOY;/;BUOY                          ;N38 00;W076 18;dv//;17.11.2015 05:30;310;/; 30;  /;  /;  /;  /;  /;  /; 133;   /;   /;   /;   /;   /;   /;   /;   /;   /;   /;   /;   /;   /;   /;   /;   /;    /;     /;1024.5;   /;   /;/;509;  /;  /;  /;  /;                 /; /; /;       /;    /;   /;  /;/;/;  /;        /;     /;     /;     /;     /;  /;       /;      /;      /;      /;      /;     /;    /; /;    /;    /; /;    /;   /;  /;  /; /; /;   /; /;  /;   /;   /;   /;   /;   /;   /;   /;   /;   /;   /; /;  /;   /; /;  /;   /; /;   /; /;/;/;
     /;44041  ;BUOY;/;BUOY                          ;N37 12;W076 48;dv//;17.11.2015 05:30;240;/; 10;  /;  /;  /;  /;  /;  /;  96;   /;   /;   /;   /;   /;   /;   /;   /;   /;   /;   /;   /;   /;   /;   /;   /;    /;     /;     /;   /;   /;/;509;  /;  /;  /;  /;                 /; /; /;       /;    /;   /;  /;/;/;  /;        /;     /;     /;     /;     /;  /;       /;      /;      /;      /;      /;     /;    /; /;    /;    /; /;    /;   /;  /;  /; /; /;   /; /;  /;   /;   /;   /;   /;   /;   /;   /;   /;   /;   /; /;  /;   /; /;  /;   /; /;   /; /;/;/;
     /;44064  ;BUOY;/;BUOY                          ;N37 00;W076 00;dv//;17.11.2015 05:30;  /;/; 30;  /;  /;  /;  /;  /;  /; 139;   /;   /;   /;   /;   /;   /;   /;   /;   /;   /;   /;   /;   /;   /;   /;   /;    /;     /;1025.2;   /;   /;/;509;  /;  /;  /;  /;                 /; /; /;       /;    /;   /;  /;/;/;  /;        /;     /;     /;     /;     /;  /;       /;      /;      /;      /;      /;     /;    /; /;    /;    /; /;    /;   /;  /;  /; /; /;   /; /;  /;   /;   /;   /;   /;   /;   /;   /;   /;   /;   /; /;  /;   /; /;  /;   /; /;   /; /;/;/;
     /;44100  ;BUOY;/;BUOY                          ;N36 18;W075 36;dv/1;17.11.2015 05:24;  /;/;  /;  /;  /;  /;  /;  /;  /;   /;   /;   /;   /;   /;   /;   /;   /;   /;   /; 169;   /;   /;   /;   /;   /;   /;    /;     /;     /;   /;   /;/;509;  /;  /;  /;  /;                 /; /; /;       /;    /;   /;  /;/;/;  /;        /;     /;     /;     /;     /;  /;       /;      /;      /;      /;      /;     /;    /; /;    /;    /; /;    /;   /;  /;  /; /; /;   /; /;  /;   /;   /;   /;   /;   /;   /;   /;   /;   /; 0.0; 8;  /;   /; /;  /;   /; /;   /; /;/;/;
     /;41159  ;BUOY;/;BUOY                          ;N34 12;W076 54;dv/1;17.11.2015 05:25;  /;/;  /;  /;  /;  /;  /;  /;  /;   /;   /;   /;   /;   /;   /;   /;   /;   /;   /; 241;   /;   /;   /;   /;   /;   /;    /;     /;     /;   /;   /;/;509;  /;  /;  /;  /;                 /; /; /;       /;    /;   /;  /;/;/;  /;        /;     /;     /;     /;     /;  /;       /;      /;      /;      /;      /;     /;    /; /;    /;    /; /;    /;   /;  /;  /; /; /;   /; /;  /;   /;   /;   /;   /;   /;   /;   /;   /;   /; 0.5; 8;  /;   /; /;  /;   /; /;   /; /;/;/;
     /;41108  ;BUOY;/;BUOY                          ;N33 42;W078 00;dv/1;17.11.2015 05:26;  /;/;  /;  /;  /;  /;  /;  /;  /;   /;   /;   /;   /;   /;   /;   /;   /;   /;   /; 194;   /;   /;   /;   /;   /;   /;    /;     /;     /;   /;   /;/;509;  /;  /;  /;  /;                 /; /; /;       /;    /;   /;  /;/;/;  /;        /;     /;     /;     /;     /;  /;       /;      /;      /;      /;      /;     /;    /; /;    /;    /; /;    /;   /;  /;  /; /; /;   /; /;  /;   /;   /;   /;   /;   /;   /;   /;   /;   /; 0.0; 8;  /;   /; /;  /;   /; /;   /; /;/;/;
     /;41112  ;BUOY;/;BUOY                          ;N30 42;W081 18;dv/1;17.11.2015 05:21;  /;/;  /;  /;  /;  /;  /;  /;  /;   /;   /;   /;   /;   /;   /;   /;   /;   /;   /; 221;   /;   /;   /;   /;   /;   /;    /;     /;     /;   /;   /;/;509;  /;  /;  /;  /;                 /; /; /;       /;    /;   /;  /;/;/;  /;        /;     /;     /;     /;     /;  /;       /;      /;      /;      /;      /;     /;    /; /;    /;    /; /;    /;   /;  /;  /; /; /;   /; /;  /;   /;   /;   /;   /;   /;   /;   /;   /;   /; 1.0; 5;  /;   /; /;  /;   /; /;   /; /;/;/;
     /;41009  ;BUOY;/;Canaveral                     ;N28 30;W080 12;dv/1;17.11.2015 05:20; 80;/; 80;  /;  /;  /;  /;  /;  /; 256; 175;   /;   /;   /;   /;   /;   /;   /;   /; 269;   /;   /;   /;   /;   /;   /;    /;     /;1019.5;   /;   /;/;509;  /;  /;  /;  /;                 /; /; /;       /;    /;   /;  /;/;/;  /;        /;     /;     /;     /;     /;  /;       /;      /;      /;      /;      /;     /;    /; /;    /;    /; /;    /;   /;  /;  /; /; /;   /; /;  /;   /;   /;   /;   /;   /;   /;   /;   /;   /;   /; /;  /;   /; /;  /;   /; /;   /; /;/;/;
     /;42394  ;BUOY;/;BUOY                          ;N28 12;W089 12;dv//;17.11.2015 05:30;  /;/;150;  /;  /;  /;  /;  /;  /; 249; 225;   /;   /;   /;   /;   /;   /;   /;   /;   /;   /;   /;   /;   /;   /;   /;    /;     /;     /;   /;   /;/;509;  /;  /;  /;  /;                 /; /; /;       /;    /;   /;  /;/;/;  /;        /;     /;     /;     /;     /;  /;       /;      /;      /;      /;      /;     /;    /; /;    /;    /; /;    /;   /;  /;  /; /; /;   /; /;  /;   /;   /;   /;   /;   /;   /;   /;   /;   /;   /; /;  /;   /; /;  /;   /; /;   /; /;/;/;
     /;42365  ;BUOY;/;BUOY                          ;N28 12;W089 06;dv//;17.11.2015 05:30;  /;/;  /;  /;  /;  /;  /;  /;  /; 247; 211;   /;   /;   /;   /;   /;   /;   /;   /;   /;   /;   /;   /;   /;   /;   /;    /;     /;     /;   /;   /;/;509;  /;  /;  /;  /;                 /; /; /;       /;    /;   /;  /;/;/;  /;        /;     /;     /;     /;     /;  /;       /;      /;      /;      /;      /;     /;    /; /;    /;    /; /;    /;   /;  /;  /; /; /;   /; /;  /;   /;   /;   /;   /;   /;   /;   /;   /;   /;   /; /;  /;   /; /;  /;   /; /;   /; /;/;/;
     /;42362  ;BUOY;/;BUOY                          ;N27 48;W090 36;dv//;17.11.2015 05:30;  /;/;  /;  /;  /;  /;  /;  /;  /; 267; 222;   /;   /;   /;   /;   /;   /;   /;   /;   /;   /;   /;   /;   /;   /;   /;    /;     /;1018.6;   /;   0;4;509;  /;  /;  /;  /;                 /; /; /;       /;    /;   /;  /;/;/;  /;        /;     /;     /;     /;     /;  /;       /;      /;      /;      /;      /;     /;    /; /;    /;    /; /;    /;   /;  /;  /; /; /;   /; /;  /;   /;   /;   /;   /;   /;   /;   /;   /;   /;   /; /;  /;   /; /;  /;   /; /;   /; /;/;/;
     /;42361  ;BUOY;/;BUOY                          ;N27 36;W092 30;dv//;17.11.2015 05:30;120;/;130;  /;  /;  /;  /;  /;  /; 261; 228;   /;   /;   /;   /;   /;   /;   /;   /;   /;   /;   /;   /;   /;   /;   /;    /;     /;1012.2;   /; -13;6;509;  /;  /;  /;  /;                 /; /; /;       /;    /;   /;  /;/;/;  /;        /;     /;     /;     /;     /;  /;       /;      /;      /;      /;      /;     /;    /; /;    /;    /; /;    /;   /;  /;  /; /; /;   /; /;  /;   /;   /;   /;   /;   /;   /;   /;   /;   /;   /; /;  /;   /; /;  /;   /; /;   /; /;/;/;
     /;42098  ;BUOY;/;BUOY                          ;N27 36;W082 54;dv/1;17.11.2015 05:30;  /;/;  /;  /;  /;  /;  /;  /;  /;   /;   /;   /;   /;   /;   /;   /;   /;   /;   /; 253;   /;   /;   /;   /;   /;   /;    /;     /;     /;   /;   /;/;509;  /;  /;  /;  /;                 /; /; /;       /;    /;   /;  /;/;/;  /;        /;     /;     /;     /;     /;  /;       /;      /;      /;      /;      /;     /;    /; /;    /;    /; /;    /;   /;  /;  /; /; /;   /; /;  /;   /;   /;   /;   /;   /;   /;   /;   /;   /; 0.5; 3;  /;   /; /;  /;   /; /;   /; /;/;/;
     /;41114  ;BUOY;/;BUOY                          ;N27 36;W080 12;dv/1;17.11.2015 05:21;  /;/;  /;  /;  /;  /;  /;  /;  /;   /;   /;   /;   /;   /;   /;   /;   /;   /;   /; 266;   /;   /;   /;   /;   /;   /;    /;     /;     /;   /;   /;/;509;  /;  /;  /;  /;                 /; /; /;       /;    /;   /;  /;/;/;  /;        /;     /;     /;     /;     /;  /;       /;      /;      /;      /;      /;     /;    /; /;    /;    /; /;    /;   /;  /;  /; /; /;   /; /;  /;   /;   /;   /;   /;   /;   /;   /;   /;   /; 1.5; 7; 70; 0.5;13;  /;   /; /;   /; /;/;/;
     /;42099  ;BUOY;/;BUOY                          ;N27 18;W084 18;dv/1;17.11.2015 05:30;  /;/;  /;  /;  /;  /;  /;  /;  /;   /;   /;   /;   /;   /;   /;   /;   /;   /;   /; 274;   /;   /;   /;   /;   /;   /;    /;     /;     /;   /;   /;/;509;  /;  /;  /;  /;                 /; /; /;       /;    /;   /;  /;/;/;  /;        /;     /;     /;     /;     /;  /;       /;      /;      /;      /;      /;     /;    /; /;    /;    /; /;    /;   /;  /;  /; /; /;   /; /;  /;   /;   /;   /;   /;   /;   /;   /;   /;   /; 1.0; 5;  /;   /; /;  /;   /; /;   /; /;/;/;
     /;42390  ;BUOY;/;BUOY                          ;N26 06;W094 54;dv//;17.11.2015 05:30;130;/;110;  /;  /;  /;  /;  /;  /; 261; 233;   /;   /;   /;   /;   /;   /;   /;   /;   /;   /;   /;   /;   /;   /;   /;    /;     /;1009.5;   /; -10;8;509;  /;  /;  /;  /;                 /; /; /;       /;    /;   /;  /;/;/;  /;        /;     /;     /;     /;     /;  /;       /;      /;      /;      /;      /;     /;    /; /;    /;    /; /;    /;   /;  /;  /; /; /;   /; /;  /;   /;   /;   /;   /;   /;   /;   /;   /;   /;   /; /;  /;   /; /;  /;   /; /;   /; /;/;/;
     /;41115  ;BUOY;/;BUOY                          ;N18 24;W067 18;dv/1;17.11.2015 05:23;  /;/;  /;  /;  /;  /;  /;  /;  /;   /;   /;   /;   /;   /;   /;   /;   /;   /;   /; 291;   /;   /;   /;   /;   /;   /;    /;     /;     /;   /;   /;/;509;  /;  /;  /;  /;                 /; /; /;       /;    /;   /;  /;/;/;  /;        /;     /;     /;     /;     /;  /;       /;      /;      /;      /;      /;     /;    /; /;    /;    /; /;    /;   /;  /;  /; /; /;   /; /;  /;   /;   /;   /;   /;   /;   /;   /;   /;   /; 1.0; 7; 10; 0.5;13;  /;   /; /;   /; /;/;/;
